ad_id,campaign_type,channel,audience,angle,headline,primary_text,description,cta,keywords,notes
AD-0351,Prospecting,Native Ads,Budget-conscious streamers,support confidence,Upgrade your streaming setup | Secure Stripe checkout with card + wallet options | Prospecting,Upgrade your streaming setup. Secure Stripe checkout with card + wallet options. Secure Stripe checkout with card + wallet options. Created for first-time and returning IPTV users. Built for budget-conscious streamers with a support confidence angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Visit StreamStickPro now,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0352,Trial-to-Paid,Facebook,Cord-cutters,device compatibility,"Stop paying cable prices | 18,000+ live channels | Trial-to-Paid","Stop paying cable prices. 18,000+ live channels and 100,000+ movies & series. 36-hour subscription trial available. Trusted by thousands of streamers. Built for cord-cutters with a device compatibility angle.",For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Start your 36-hour subscription trial,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0353,Referral Push,YouTube,Returning IPTV users,subscription flexibility,Skip app-hunting and start with guided setup | 24/7 support | Referral Push,Skip app-hunting and start with guided setup. 24/7 support and setup tutorials included. Fast activation and clear onboarding flow. Fast setup with clear step-by-step guidance. Built for returning iptv users with a subscription flexibility angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,See pricing and start today,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0354,Prospecting,Email Retargeting,ONN Google TV users,speed,Bring your own device or choose a bundle | Referral rewards for qualified yearly purchases | Prospecting,Bring your own device or choose a bundle. Referral rewards for qualified yearly purchases. Shipping included on device bundles. Works with IPTV Smarters Pro and TiviMate. Built for onn google tv users with a speed angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Claim referral rewards details,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0355,Trial-to-Paid,Instagram,Lapsed subscribers,value,Get premium channels without cable contracts | 1-year service included on device bundles | Trial-to-Paid,"Get premium channels without cable contracts. 1-year service included on device bundles. 1-year service included on device bundles. Built for Fire Stick HD, 4K, 4K Max, and ONN devices. Built for lapsed subscribers with a value angle.",For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Compare plans and device bundles,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0356,Referral Push,TikTok,Families replacing cable,setup simplicity,Ready in about 10 minutes | Shipping included on device bundles | Referral Push,Ready in about 10 minutes. Shipping included on device bundles. Referral rewards for qualified yearly purchases. No long contracts required for subscription plans. Built for families replacing cable with a setup simplicity angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Get setup support and stream tonight,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0357,Prospecting,SMS Follow-up,Fire Stick users,support confidence,Built for Fire Stick and ONN | Fast activation | Prospecting,Built for Fire Stick and ONN. Fast activation and clear onboarding flow. 24/7 support and setup tutorials included. Easy renewals and support when you need it. Built for fire stick users with a support confidence angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Reactivate your plan in minutes,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0358,Trial-to-Paid,Google Search,Former trial users,device compatibility,One app. Cleaner streaming experience | 36-hour subscription trial available | Trial-to-Paid,"One app. Cleaner streaming experience. 36-hour subscription trial available. 18,000+ live channels and 100,000+ movies & series. Built for mobile-first buying flows and quick checkout. Built for former trial users with a device compatibility angle.",For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Shop Fire Stick and ONN options,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0359,Referral Push,Native Ads,Budget-conscious streamers,subscription flexibility,Upgrade your streaming setup | Secure Stripe checkout with card + wallet options | Referral Push,Upgrade your streaming setup. Secure Stripe checkout with card + wallet options. Secure Stripe checkout with card + wallet options. Created for first-time and returning IPTV users. Built for budget-conscious streamers with a subscription flexibility angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Visit StreamStickPro now,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0360,Prospecting,Facebook,Cord-cutters,speed,"Stop paying cable prices | 18,000+ live channels | Prospecting","Stop paying cable prices. 18,000+ live channels and 100,000+ movies & series. 36-hour subscription trial available. Trusted by thousands of streamers. Built for cord-cutters with a speed angle.",For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Start your 36-hour subscription trial,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0361,Trial-to-Paid,YouTube,Returning IPTV users,value,Skip app-hunting and start with guided setup | 24/7 support | Trial-to-Paid,Skip app-hunting and start with guided setup. 24/7 support and setup tutorials included. Fast activation and clear onboarding flow. Fast setup with clear step-by-step guidance. Built for returning iptv users with a value angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,See pricing and start today,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0362,Referral Push,Email Retargeting,ONN Google TV users,setup simplicity,Bring your own device or choose a bundle | Referral rewards for qualified yearly purchases | Referral Push,Bring your own device or choose a bundle. Referral rewards for qualified yearly purchases. Shipping included on device bundles. Works with IPTV Smarters Pro and TiviMate. Built for onn google tv users with a setup simplicity angle.,For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Claim referral rewards details,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
AD-0363,Prospecting,Instagram,Lapsed subscribers,support confidence,Get premium channels without cable contracts | 1-year service included on device bundles | Prospecting,"Get premium channels without cable contracts. 1-year service included on device bundles. 1-year service included on device bundles. Built for Fire Stick HD, 4K, 4K Max, and ONN devices. Built for lapsed subscribers with a support confidence angle.",For IPTV subscriptions and streaming device bundles. 36-hour trial applies to subscription plans only.,Compare plans and device bundles,"jailbroken fire stick, onn google tv, iptv subscription, fire stick streaming, streamstickpro",Keep pricing synchronized with live product data. Avoid mentioning buffering claims.
